cve_id,description,vendor,product,rule_based_label,svm_label,svm_confidence,final_label
CVE-2021-0263,"A Data Processing vulnerability in the Multi-Service process (multi-svcs) on the FPC of Juniper Networks Junos OS on the PTX Series routers may lead to the process becoming unresponsive, ultimately af",Juniper Networks,Junos Os,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-33879,Tencent GameLoop before 4.1.21.90 downloaded updates over an insecure HTTP connection. A malicious attacker in an MITM position could spoof the contents of an XML document describing an update package,N/A,N/A,PC,PC,0.0,PC
CVE-2019-6844,"A CWE-755: Improper Handling of Exceptional Conditions vulnerability exists in Modicon M580, Modicon M340, Modicon BMxCRA and 140CRA modules (all firmware versions), which could cause a Denial of Serv",N/A,"Modicon M580, Modicon M340, And Modicon Bmxcra / 140Cra Modules (See Notification For Version Info)",SCADA,SCADA,0.0,SCADA
CVE-2020-17077,Windows Update Stack Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 20H2,PC,PC,0.0,PC
CVE-2020-24395,The USB firmware update script of homee Brain Cube v2 (2.28.2 and 2.28.4) devices allows an attacker with physical access to install compromised firmware. This occurs because of insufficient validatio,N/A,N/A,Other,Other,0.0,Other
CVE-2020-9751,Naver Cloud Explorer before 2.2.2.11 allows the system to download an arbitrary file from the attacker's server and execute it during the upgrade.,Naver Corporation,Naver Cloud Explorer,Other,Other,0.0,Other
CVE-2023-41368,"The OData service of the S4 HANA (Manage checkbook apps) - versions 102, 103, 104, 105, 106, 107, allows an attacker to change the checkbook name by simulating an update OData call.

",Sap_Se,S4 Hana Abap (Manage Checkbook Apps),Enterprise,Enterprise,0.0,Enterprise
CVE-2016-10305,"Trango Apex <= 2.1.1, ApexLynx < 2.0, ApexOrion < 2.0, ApexPlus <= 3.2.0, Giga <= 2.6.1, GigaLynx < 2.0, GigaOrion < 2.0, GigaPlus <= 3.2.3, GigaPro <= 1.4.1, StrataLink < 3.0, and StrataPro devices h",N/A,N/A,Other,Other,0.0,Other
CVE-2020-8342,A race condition vulnerability was reported in Lenovo System Update prior to version 5.07.0106 that could allow escalation of privilege.,Lenovo,System Update,Mobile,Mobile,0.0,Mobile
CVE-2022-24525,Windows Update Stack Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1909,PC,PC,0.0,PC
CVE-2021-25436,Improper input validation vulnerability in Tizen FOTA service prior to Firmware update JUL-2021 Release allows arbitrary code execution via Samsung Accessory Protocol.,Samsung Mobile,Tizen Wearable Devices,Mobile,Mobile,0.0,Mobile
CVE-2022-25130,A command injection vulnerability in the function updateWifiInfo of TOTOLINK Technology routers T6 V3_Firmware T6_V3_V4.1.5cu.748_B20211015 and T10 V2_Firmware V4.1.8cu.5207_B20210320 allows attackers,N/A,N/A,Home,Home,0.0,Home
CVE-2018-3890,"An exploitable code execution vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted file can cause a logic flaw and command injection, resultin",Unknown,Yi Technology,Other,Other,0.0,Other
CVE-2021-35951,fastrack Reflex 2.0 W307S_REFLEX_v90.89 Activity Tracker allows an Unauthenticated Remote attacker to send a malicious firmware update via BLE and brick the device.,N/A,N/A,Other,Other,0.0,Other
CVE-2019-3726,"An Uncontrolled Search Path Vulnerability is applicable to the following: Dell Update Package (DUP) Framework file versions prior to 19.1.0.413, and Framework file versions prior to 103.4.6.69 used in",Dell Emc,Dell Emc Servers: Networking And Fibre Channel Drivers: Dell Update Package (Dup) Framework File,PC,PC,0.0,PC
CVE-2023-33217,"
By abusing a design flaw in the firmware upgrade mechanism of the impacted terminal it's possible to cause a permanent 
denial of service for the terminal. the only way to recover the terminal is by ",Idemia,Sigma Lite & Lite +,Other,Other,0.0,Other
CVE-2018-1170,This vulnerability allows adjacent attackers to inject arbitrary Controller Area Network messages on vulnerable installations of Volkswagen Customer-Link App 1.30 and HTC Customer-Link Bridge. Authent,Volkswagen,Volkswagen Customer-Link App,SCADA,SCADA,0.0,SCADA
CVE-2023-23120,The use of the cyclic redundancy check (CRC) algorithm for integrity check during firmware update makes TRENDnet TV-IP651WI Network Camera firmware version v1.07.01 and earlier vulnerable to firmware ,N/A,N/A,Other,Other,0.0,Other
CVE-2022-46910,An issue in the firmware update process of TP-Link TL-WA901ND V1 up to v3.11.2 and TL-WA901N V2 up to v3.12.16 allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploadi,N/A,N/A,Other,Other,0.0,Other
CVE-2021-40405,A denial of service vulnerability exists in the cgiserver.cgi Upgrade API functionality of Reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. An attacker can ,Reolink,Rlc-410W,Other,Other,0.0,Other
CVE-2019-8458,"Check Point Endpoint Security Client for Windows, with Anti-Malware blade installed, before version E81.00, tries to load a non-existent DLL during an update initiated by the UI. An attacker with admi",Check Point,"Check Point Endpoint Security Client For Windows, Anti-Malware Blade",PC,PC,0.0,PC
CVE-2018-5717,"Memory write mechanism in NCR S2 Dispenser controller before firmware version 0x0108 allows an unauthenticated user to upgrade or downgrade the firmware of the device, including to older versions with",N/A,N/A,Other,Other,0.0,Other
CVE-2020-1014,"An elevation of privilege vulnerability exists in the Microsoft Windows Update Client when it does not properly handle privileges, aka 'Microsoft Windows Update Client Elevation of Privilege Vulnerabi",Microsoft,Windows,PC,PC,0.0,PC
CVE-2023-4802,A reflected cross-site scripting vulnerability in the UpdateInstalledSoftware endpoint of the Insider Threat Management (ITM) Server's web console could be used by an authenticated administrator to ru,Proofpoint,Itm Server,PC,PC,0.0,PC
CVE-2018-10988,"An issue was discovered on Diqee Diqee360 devices. A firmware update process, integrated into the firmware, starts at boot and tries to find the update folder on the microSD card. It executes code, wi",N/A,N/A,Other,Other,0.0,Other
CVE-2023-4516,"
A CWE-306: Missing Authentication for Critical Function vulnerability exists in the IGSS Update
Service that could allow a local attacker to change update source, potentially leading to remote
code e",Schneider Electric,Igss Update Service (Igssupdateservice.Exe),SCADA,SCADA,0.0,SCADA
CVE-2021-0096,"Improper authentication in the software installer for the Intel(R) NUC HDMI Firmware Update Tool for NUC7i3DN, NUC7i5DN, NUC7i7DN before version 1.78.1.1 may allow an authenticated user to potentially",N/A,"Intel(R) Nuc Hdmi Firmware Update Tool For Nuc7I3Dn, Nuc7I5Dn, Nuc7I7Dn",Other,Other,0.0,Other
CVE-2020-5357,Dell Dock Firmware Update Utilities for Dell Client Consumer and Commercial docking stations contain an Arbitrary File Overwrite vulnerability. The vulnerability is limited to the Dell Dock Firmware U,Dell,Cpg Bios,PC,PC,0.0,PC
CVE-2021-22673,"The affected product is vulnerable to stack-based buffer overflow while processing over-the-air firmware updates from the CDN server, which may allow an attacker to remotely execute code on the Simple",N/A,"Simplelink Wi-Fi, Msp432, Cc13Xx, Cc26Xx, Cc32Xx, Cc3100",Other,Other,0.0,Other
CVE-2023-21026,"In updateInputChannel of WindowManagerService.java, there is a possible way to set a touchable region beyond its own SurfaceControl due to a logic error in the code. This could lead to local denial of",N/A,Android,Mobile,Mobile,0.0,Mobile
CVE-2017-16512,The vagrant update process in Hashicorp vagrant-vmware-fusion 5.0.2 through 5.0.4 allows local users to steal root privileges via a crafted update request when no updates are available.,N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-24560,An incomplete SSL server certification validation vulnerability in the Trend Micro Security 2019 (v15) consumer family of products could allow an attacker to combine this vulnerability with another at,Trend Micro,Trend Micro Security (Consumer),Other,Other,0.0,Other
CVE-2017-9286,"The packaging of NextCloud in openSUSE used /srv/www/htdocs in an unsafe manner, which could have allowed scripts running as wwwrun user to escalate privileges to root during nextcloud package upgrade",Suse,Nextcloud,Other,Other,0.0,Other
CVE-2018-17915,"All versions of Hangzhou Xiongmai Technology Co., Ltd XMeye P2P Cloud Server do not encrypt all device communication. This includes the XMeye service and firmware update communication. This could allo","Hangzhou Xiongmai Technology Co., Ltd",Xmeye P2P Cloud Server,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-9457,Intense PC Phoenix SecureCore UEFI firmware does not perform capsule signature validation before upgrading the system firmware. The absence of signature validation allows an attacker with administrato,N/A,N/A,PC,PC,0.0,PC
CVE-2018-0690,An unvalidated software update vulnerability in Music Center for PC version 1.0.02 and earlier could allow a man-in-the-middle attacker to tamper with an update file and inject executable files.,Sony Video & Sound Products Inc.,Music Center For Pc,PC,PC,0.0,PC
CVE-2021-29504,WP-CLI is the command-line interface for WordPress. An improper error handling in HTTPS requests management in WP-CLI version 0.12.0 and later allows remote attackers able to intercept the communicati,Wp-Cli,Wp-Cli,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-0638,"An elevation of privilege vulnerability exists in the way the Update Notification Manager handles files.To exploit this vulnerability, an attacker would first have to gain execution on the victim syst",Microsoft,Windows,Enterprise,Enterprise,0.0,Enterprise
CVE-2018-15480,"An issue was discovered in myStrom WiFi Switch V1 before 2.66, WiFi Switch V2 before 3.80, WiFi Switch EU before 3.80, WiFi Bulb before 2.58, WiFi LED Strip before 3.80, WiFi Button before 2.73, and W",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-33089,"Improper access control in the software installer for the Intel(R) NUC HDMI Firmware Update Tool for NUC8i3BE, NUC8i5BE, NUC8i7BE before version 1.78.4.0.4 may allow an authenticated user to potential",N/A,"Intel(R) Nuc Hdmi Firmware Update Tool For Nuc8I3Be, Nuc8I5Be, Nuc8I7Be",Other,Other,0.0,Other
CVE-2017-5409,"The Mozilla Windows updater can be called by a non-privileged user to delete an arbitrary local file by passing a special path to the callback parameter through the Mozilla Maintenance Service, which ",Mozilla,Firefox Esr,PC,PC,0.0,PC
CVE-2021-1488,"A vulnerability in the upgrade process of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an authenticated, local attacker to inject comm",Cisco,Cisco Adaptive Security Appliance (Asa) Software,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-3793,An improper access control vulnerability was reported in some Motorola-branded Binatone Hubble Cameras which could allow an unauthenticated attacker on the same network as the device to access adminis,Motorola,Binatone Hubble Cameras,Home,Home,0.0,Home
CVE-2016-1411,"A vulnerability in the update functionality of Cisco AsyncOS Software for Cisco Email Security Appliance (ESA), Cisco Web Security Appliance (WSA), and Cisco Content Management Security Appliance (SMA",N/A,Cisco Asyncos,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-28370,"On Verizon 5G Home LVSKIHP OutDoorUnit (ODU) 3.33.101.0 devices, the RPC endpoint crtc_fw_upgrade provides a means of provisioning a firmware update for the device. /lib/functions/wnc_jsonsh/wnc_crtc_",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2017-11082,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, due to a race condition in a firmware loading routine, a buffer overflow could potential",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2023-3269,"A vulnerability exists in the memory management subsystem of the Linux kernel. The lock handling for accessing and updating virtual memory areas (VMAs) is incorrect, leading to use-after-free problems",N/A,Kernel,PC,PC,0.0,PC
CVE-2020-24215,An issue was discovered in the box application on HiSilicon based IPTV/H.264/H.265 video encoders. Attackers can use hard-coded credentials in HTTP requests to perform any administrative task on the d,N/A,N/A,Other,Other,0.0,Other
CVE-2018-8860,"In Vecna VGo Robot versions prior to 3.0.3.52164, an attacker may be able to capture firmware updates through the adjacent network.",Ics-Cert,Vgo Robot,Other,Other,0.0,Other
CVE-2022-34404,"
Dell System Update, version 2.0.0 and earlier, contains an Improper Certificate Validation in data parser module. A local attacker with high privileges could potentially exploit this vulnerability, l",Dell,System Update,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-10959,"BD Alaris Gateway Workstation Versions, 1.1.3 Build 10, 1.1.3 MR Build 11, 1.2 Build 15, 1.3.0 Build 14, 1.3.1 Build 13, This does not impact the latest firmware Versions 1.3.2 and 1.6.1, Additionally",N/A,Bd Alaris Gateway Workstation,Mobile,Mobile,0.0,Mobile
CVE-2020-28332,"Barco wePresent WiPG-1600W devices download code without an Integrity Check. Affected Version(s): 2.5.1.8, 2.5.0.25, 2.5.0.24, 2.4.1.19. The Barco wePresent WiPG-1600W firmware does not perform verifi",N/A,N/A,Other,Other,0.0,Other
CVE-2016-3944,UpdateAgent in Lenovo Accelerator Application allows man-in-the-middle attackers to execute arbitrary code by spoofing an update response from susapi.lenovomm.com.,N/A,N/A,Other,Other,0.0,Other
CVE-2017-6667,"A vulnerability in the update process for the dynamic JAR file of the Cisco Context Service software development kit (SDK) could allow an unauthenticated, remote attacker to execute arbitrary code on ",N/A,Cisco Context Service Sdk,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-4632,An uncontrolled search path vulnerability was reported in Lenovo System Update that could allow an attacker with local access to execute code with elevated privileges.,Lenovo,Lenovo System Update,Mobile,Mobile,0.0,Mobile
CVE-2017-8850,"An issue was discovered on OnePlus One, X, 2, 3, and 3T devices. Due to a lenient updater-script in the OnePlus OTA images, and the fact that both ROMs use the same OTA verification keys, attackers ca",N/A,N/A,Other,Other,0.0,Other
CVE-2023-51574,Voltronic Power ViewPower updateManagerPassword Exposed Dangerous Method Authentication Bypass Vulnerability. This vulnerability allows remote attackers to bypass authentication on affected installati,Voltronic Power,Viewpower,Other,Other,0.0,Other
CVE-2020-7280,Privilege Escalation vulnerability during daily DAT updates when using McAfee Virus Scan Enterprise (VSE) prior to 8.8 Patch 15 allows local users to cause the deletion and creation of files they woul,"Mcafee, Llc",Mcafee Virusscan Enterprise (Vse),Other,Other,0.0,Other
CVE-2016-5293,"When the Mozilla Updater is run, if the Updater's log file in the working directory points to a hardlink, data can be appended to an arbitrary local file. This vulnerability requires local system acce",Mozilla,Firefox Esr,PC,PC,0.0,PC
CVE-2020-7213,"Parallels 13 uses cleartext HTTP as part of the update process, allowing man-in-the-middle attacks. Users of out-of-date versions are presented with a pop-up window for a parallels_updates.xml file on",N/A,N/A,Other,Other,0.0,Other
CVE-2020-0984,"An elevation of privilege vulnerability exists when the Microsoft AutoUpdate (MAU) application for Mac improperly validates updates before executing them, aka 'Microsoft (MAU) Office Elevation of Priv",Microsoft,Microsoft Autoupdate For Mac,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-38352,MiniTool Partition Wizard 12.8 contains an insecure update mechanism that allows attackers to achieve remote code execution through a man in the middle attack.,N/A,N/A,Other,Other,0.0,Other
CVE-2016-9064,Add-on updates failed to verify that the add-on ID inside the signed package matched the ID of the add-on being updated. An attacker who could perform a man-in-the-middle attack on the user's connecti,Mozilla,Firefox Esr,Other,Other,0.0,Other
CVE-2023-25493,"A potential vulnerability was reported in the BIOS update tool driver for some Desktop, Smart Edge, Smart Office, and ThinkStation products that could allow a local user with elevated privileges to ex",Lenovo,Bios,PC,PC,0.0,PC
CVE-2023-33768,Incorrect signature verification of the firmware during the Device Firmware Update process of Belkin Wemo Smart Plug WSP080 v1.2 allows attackers to cause a Denial of Service (DoS) via a crafted firmw,N/A,N/A,Home,Home,0.0,Home
CVE-2022-3867,HashiCorp Nomad and Nomad Enterprise 1.4.0 up to 1.4.1 event stream subscribers using a token with TTL receive updates until token garbage is collected. Fixed in 1.4.2.,Hashicorp,Nomad,Other,Other,0.0,Other
CVE-2022-1697,"Okta Active Directory Agent versions 3.8.0 through 3.11.0 installed the Okta AD Agent Update Service using an unquoted path. Note: To remediate this vulnerability, you must uninstall Okta Active Direc",Okta,Okta Active Directory Agent,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-2149,"Untrusted search path vulnerability in installers of the software for SDHC/SDXC Memory Card with embedded NFC functionality Software Update Tool V1.00.03 and earlier, SDHC Memory Card with embedded wi",Toshiba Corporation,Installer For Sdhc/Sdxc Memory Card With Embedded Nfc Functionality Software Update Tool,PC,PC,0.0,PC
CVE-2020-1313,"An elevation of privilege vulnerability exists when the Windows Update Orchestrator Service improperly handles file operations, aka 'Windows Update Orchestrator Service Elevation of Privilege Vulnerab",Microsoft,Windows 10 Version 1909 For 32-Bit Systems,PC,PC,0.0,PC
CVE-2021-40413,An incorrect default permission vulnerability exists in the cgiserver.cgi cgi_check_ability functionality of reolink RLC-410W v3.0.0.136_20121102. The UpgradePrepare is the API that checks if a provid,N/A,N/A,Other,Other,0.0,Other
CVE-2016-7553,"The buf.pl script before 2.20 in Irssi before 0.8.20 uses weak permissions for the scrollbuffer dump file created between upgrades, which might allow local users to obtain sensitive information from p",N/A,N/A,Other,Other,0.0,Other
CVE-2020-17073,Windows Update Orchestrator Service Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1909,PC,PC,0.0,PC
CVE-2020-28656,The update functionality of the Discover Media infotainment system in Volkswagen Polo 2019 vehicles allows physically proximate attackers to execute arbitrary code because some unsigned parts of a met,N/A,N/A,Other,Other,0.0,Other
CVE-2019-11987,A security vulnerability in HPE Smart Update Manager (SUM) prior to v8.4 could allow local unauthorized elevation of privilege.,N/A,Hpe Smart Update Manager,Other,Other,0.0,Other
CVE-2016-6567,"SHDesigns' Resident Download Manager provides firmware update capabilities for Rabbit 2000/3000 CPU boards, which according to the reporter may be used in some industrial control and embedded applicat",Shdesigns,Resident Download Manager,SCADA,SCADA,0.0,SCADA
CVE-2022-34459,"
Dell Command | Update, Dell Update, and Alienware Update versions prior to 4.7 contain a improper verification of cryptographic signature in get applicable driver component. A local malicious user co",Dell,Dell Command Update (Dcu),PC,PC,0.0,PC
CVE-2023-43086,"
Dell Command | Configure, versions prior to 4.11.0, contains an improper access control vulnerability. A local malicious user could potentially modify files inside installation folder during applicat",Dell,Dell Command Configure (Dcc),Enterprise,Enterprise,0.0,Enterprise
CVE-2020-14096,Memory overflow in Xiaomi AI speaker Rom version <1.59.6 can happen when the speaker verifying a malicious firmware during OTA process.,N/A,Xiaomi Ai Speaker,Home,Home,0.0,Home
CVE-2020-12463,An elevation of privilege vulnerability exists in Avira Software Updater before 2.0.6.27476 due to improperly handling file hard links. This allows local users to obtain take control of arbitrary file,N/A,N/A,Other,Other,0.0,Other
CVE-2017-2884,An exploitable vulnerability exists in the user photo update functionality of Circle with Disney running firmware 2.0.1. A repeated set of specially crafted API calls can cause the device to corrupt e,Circle Media,Circle,Other,Other,0.0,Other
CVE-2018-4028,"An exploitable firmware update vulnerability exists in the NT9665X Chipset firmware running on the Anker Roav A1 Dashcam, version RoavA1SWV1.9. The HTTP server could allow an attacker to overwrite the",N/A,Novatek,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-22614,An issue was discovered in ChipsetSvcSmm in Insyde InsydeH2O with kernel 5.0 through 5.5. There is insufficient input validation in BIOS Guard updates. An attacker can induce memory corruption in SMM ,N/A,N/A,PC,PC,0.0,PC
CVE-2018-21131,Certain NETGEAR devices are affected by unauthenticated firmware downgrade. This affects WAC505 before 5.0.0.17 and WAC510 before 5.0.0.17.,N/A,N/A,Home,Home,0.0,Home
CVE-2016-3725,Jenkins before 2.3 and LTS before 1.651.2 allows remote authenticated users to trigger updating of update site metadata by leveraging a missing permissions check. NOTE: this issue can be combined with,N/A,N/A,Other,Other,0.0,Other
CVE-2020-8838,"An issue was discovered in Zoho ManageEngine AssetExplorer 6.5. During an upgrade of the Windows agent, it does not validate the source and binary downloaded. This allows an attacker on an adjacent ne",N/A,N/A,PC,PC,0.0,PC
CVE-2021-21962,"A heap-based buffer overflow vulnerability exists in the OTA Update u-download functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A series of specially-crafted MQTT payloads can lead to ",N/A,Sealevel,Other,Other,0.0,Other
CVE-2023-34029,Cross-Site Request Forgery (CSRF) vulnerability in Prem Tiwari Disable WordPress Update Notifications and auto-update Email Notifications plugin <= 2.3.3 versions.,Prem Tiwari,Disable Wordpress Update Notifications And Auto-Update Email Notifications,Other,Other,0.0,Other
CVE-2017-16001,"In HashiCorp Vagrant VMware Fusion plugin (aka vagrant-vmware-fusion) 5.0.1, a local attacker or malware can silently subvert the plugin update process in order to escalate to root privileges.",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-31215,"In certain Goverlan products, the Windows Firewall is temporarily turned off upon a Goverlan agent update operation. This allows remote attackers to bypass firewall blocking rules for a time period of",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2018-3934,"An exploitable code execution vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted set of UDP packets can cause a logic flaw, resulting in an ",Unknown,Yi Technology,Other,Other,0.0,Other
CVE-2019-9681,Online upgrade information in some firmware packages of Dahua products is not encrypted. Attackers can obtain this information by analyzing firmware packages by specific means. Affected products inclu,Dahua,"Ipc-Hdw1X2X,Ipc-Hfw1X2X,Ipc-Hdw2X2X,Ipc-Hfw2X2X,Ipc-Hdw4X2X,Ipc-Hfw4X2X,Ipc-Hdbw4X2X,Ipc-Hdw5X2X,Ipc-Hfw5X2X",PC,PC,0.0,PC
CVE-2017-17665,"In Octopus Deploy before 4.1.3, the machine update process doesn't check that the user has access to all environments. This allows an access-control bypass because the set of environments to which a m",N/A,N/A,Other,Other,0.0,Other
CVE-2017-3198,"GIGABYTE BRIX UEFI firmware does not cryptographically validate images prior to updating the system firmware. Additionally, the firmware updates are served over HTTP. An attacker can make arbitrary mo",Gigabyte,Gb-Bsi7H-6500,PC,PC,0.0,PC
CVE-2022-48194,TP-Link TL-WR902AC devices through V3 0.9.1 allow remote authenticated attackers to execute arbitrary code or cause a Denial of Service (DoS) by uploading a crafted firmware update because the signatu,N/A,N/A,Other,Other,0.0,Other
CVE-2018-9322,"The Head Unit HU_NBT (aka Infotainment) component on BMW i Series, BMW X Series, BMW 3 Series, BMW 5 Series, and BMW 7 Series vehicles produced in 2012 through 2018 allows local attacks involving the ",N/A,N/A,Other,Other,0.0,Other
CVE-2020-12042,"Opto 22 SoftPAC Project Version 9.6 and prior. Paths specified within the zip files used to update the SoftPAC firmware are not sanitized. As a result, an attacker with user privileges can gain arbitr",N/A,Opto 22 Softpac Project,Other,Other,0.0,Other
CVE-2020-4381,IBM Spectrum Scale for IBM Elastic Storage Server 5.3.0 through 5.3.6 could allow an authenticated user to cause a denial of service during deployment or upgrade if GUI specific services are enabled. ,Ibm,Elastic Storage Server,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-31485,An unauthenticated attacker can send a specially crafted packets to update the “notes” section of the home page of the web interface. This vulnerability impacts products based on HID Mercury Intellige,Lenels2,Lnl-X2210,Other,Other,0.0,Other
CVE-2017-15124,"VNC server implementation in Quick Emulator (QEMU) 2.11.0 and older was found to be vulnerable to an unbounded memory allocation issue, as it did not throttle the framebuffer updates sent to its clien",Qemu,Qemu,PC,PC,0.0,PC
CVE-2020-29438,Tesla Model X vehicles before 2020-11-23 have key fobs that accept firmware updates without signature verification. This allows attackers to construct firmware that retrieves an unlock code from a sec,N/A,N/A,Other,Other,0.0,Other
CVE-2016-1731,"Apple Software Update before 2.2 on Windows does not use HTTPS, which makes it easier for man-in-the-middle attackers to spoof updates by modifying the client-server data stream.",N/A,N/A,PC,PC,0.0,PC
CVE-2016-3016,"IBM Security Access Manager for Web processes patches, image backups and other updates without sufficiently verifying the origin and integrity of the code, which could allow an authenticated attacker ",Ibm Corporation,Access Manager,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-26625,Insufficient Verification of input Data leading to arbitrary file download and execute was discovered in Nexacro platform. This vulnerability is caused by an automatic update function that does not ve,"Tobesoft Co.,Ltd",Nexacro 17,Other,Other,0.0,Other
CVE-2017-14445,An exploitable buffer overflow vulnerability exists in Insteon Hub running firmware version 1012. The HTTP server implementation incorrectly handles the host parameter during a firmware update request,Insteon,Insteon,PC,PC,0.0,PC
CVE-2021-21547,"Dell EMC Unity, UnityVSA, and Unity XT versions prior to 5.0.7.0.5.008 contain a plain-text password storage vulnerability when the Dell Upgrade Readiness Utility is run on the system. The credentials",Dell,Unity,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-30668,This issue was addressed with improved checks. This issue is fixed in macOS Big Sur 11.4. A person with physical access to a Mac may be able to bypass Login Window during a software update.,Apple,Macos,PC,PC,0.0,PC
CVE-2016-5295,This vulnerability allows an attacker to use the Mozilla Maintenance Service to escalate privilege by having the Maintenance Service invoke the Mozilla Updater to run malicious local files. This vulne,Mozilla,Firefox,PC,PC,0.0,PC
CVE-2023-25163,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. All versions of Argo CD starting with v2.6.0-rc1 have an output sanitization bug which leaks repository access credentials in ",Argoproj,Argo-Cd,Other,Other,0.0,Other
CVE-2020-7135,A potential security vulnerability has been identified in the disk drive firmware installers named Supplemental Update / Online ROM Flash Component on HPE servers running Linux. The vulnerable softwar,Hpe,Hpe Service Pack For Proliant,PC,PC,0.0,PC
CVE-2021-33907,The Zoom Client for Meetings for Windows in all versions before 5.3.0 fails to properly validate the certificate information used to sign .msi files when performing an update of the client. This could,N/A,Zoom Client For Meetings For Windows,PC,PC,0.0,PC
CVE-2022-20789,A vulnerability in the software upgrade process of Cisco Unified Communications Manager (Unified CM) and Cisco Unified Communications Manager Session Management Edition (Unified CM SME) could allow an,Cisco,Cisco Unified Communications Manager,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-6564,"GE Communicator, all versions prior to 4.0.517, allows a non-administrative user to place malicious files within the installer file directory, which may allow an attacker to gain administrative privil",N/A,Ge Communicator,Other,Other,0.0,Other
CVE-2022-23764,The vulnerability causing from insufficient verification procedures for downloaded files during WebCube update. Remote attackers can bypass this verification logic to update both digitally signed and ,"Teruten Co.,Ltd",Webcube,Other,Other,0.0,Other
CVE-2020-6174,TUF (aka The Update Framework) through 0.12.1 has Improper Verification of a Cryptographic Signature.,N/A,N/A,Other,Other,0.0,Other
CVE-2021-40419,A firmware update vulnerability exists in the 'factory' binary of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted series of network requests can lead to arbitrary firmware update. An attacke,N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2019-17449,Avira Software Updater before 2.0.6.21094 allows a DLL side-loading attack. NOTE: The vendor thinks that this vulnerability is invalid because exploiting it would require at least administrator privil,N/A,N/A,Other,Other,0.0,Other
CVE-2021-22675,"The affected product is vulnerable to integer overflow while parsing malformed over-the-air firmware update files, which may allow an attacker to remotely execute code on SimpleLink Wi-Fi (MSP432E4 SD",N/A,"Simplelink Wi-Fi, Msp432, Cc13Xx, Cc26Xx, Cc32Xx, Cc3100",Other,Other,0.0,Other
CVE-2016-1365,The Grapevine update process in Cisco Application Policy Infrastructure Controller Enterprise Module (APIC-EM) 1.0 allows remote authenticated users to execute arbitrary commands as root via a crafted,N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-27389,Inadequate encryption strength vulnerability in CONPROSYS IoT Gateway products allows a remote authenticated attacker with an administrative privilege to apply a specially crafted Firmware update file,"Contec Co.,Ltd.",Conprosys Iot Gateway Products,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-6841,"A CWE-755: Improper Handling of Exceptional Conditions vulnerability exists in Modicon M580 with firmware (version prior to V3.10), Modicon M340 (all firmware versions), and Modicon BMxCRA and 140CRA ",N/A,"Modicon M580, Modicon M340, And Modicon Bmxcra / 140Cra Modules (See Notification For Version Info)",SCADA,SCADA,0.0,SCADA
CVE-2019-5160,"An exploitable improper host validation vulnerability exists in the Cloud Connectivity functionality of WAGO PFC200 Firmware versions 03.02.02(14), 03.01.07(13), and 03.00.39(12). A specially crafted ",Wago,Wago Pfc200 Firmware,SCADA,SCADA,0.0,SCADA
CVE-2021-3960,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in the UpdateServer component of Bitdefender GravityZone allows an attacker to execute arbitrary code on vu,Bitdefender,Gravityzone,Enterprise,Enterprise,0.0,Enterprise
