id,class,vendor,product,cwe_ids,cwe_names,description
CVE-2020-7520,PC,n/a,Schneider Electric Software Update (SESU) V2.4.0 and prior.,CWE-601,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),"A CWE-601: URL Redirection to Untrusted Site ('Open Redirect') vulnerability exists in Schneider Electric Software Update (SESU), V2.4.0 and prior, which could cause execution of malicious code on the victim's machine. In order to exploit this vulnerability, an attacker requires privileged access on the engineering workstation to modify a Windows registry key which would divert all traffic updates to go through a server in the attacker's possession. A man-in-the-middle attack is then used to complete the exploit."
CVE-2020-8207,PC,n/a,Citrix Workspace App for Windows,CWE-284,Improper Access Control - Generic (CWE-284),Improper access control in Citrix Workspace app for Windows 1912 CU1 and 2006.1 causes privilege escalation and code execution when the automatic updater service is running.
CVE-2020-8838,PC,n/a,n/a,,,"An issue was discovered in Zoho ManageEngine AssetExplorer 6.5. During an upgrade of the Windows agent, it does not validate the source and binary downloaded. This allows an attacker on an adjacent network to execute code with NT AUTHORITY/SYSTEM privileges on the agent machines by providing an arbitrary executable via a man-in-the-middle attack."
CVE-2021-1077,PC,NVIDIA,NVIDIA GPU Display Driver,,,"NVIDIA GPU Display Driver for Windows and Linux, R450 and R460 driver branch, contains a vulnerability where the software uses a reference count to manage a resource that is incorrectly updated, which may lead to denial of service."
CVE-2021-1694,PC,Microsoft,Windows 10 Version 1803,,,Windows Update Stack Elevation of Privilege Vulnerability
CVE-2021-1729,PC,Microsoft,Windows 10 Version 1803,,,Windows Update Stack Setup Elevation of Privilege Vulnerability
CVE-2021-20295,PC,n/a,QEMU,CWE-125,CWE-125,"It was discovered that the update for the virt:rhel module in the RHSA-2020:4676 (https://access.redhat.com/errata/RHSA-2020:4676) erratum released as part of Red Hat Enterprise Linux 8.3 failed to include the fix for the qemu-kvm component issue CVE-2020-10756, which was previously corrected in virt:rhel/qemu-kvm via erratum RHSA-2020:4059 (https://access.redhat.com/errata/RHSA-2020:4059). CVE-2021-20295 was assigned to that Red Hat specific security regression. For more details about the original security issue CVE-2020-10756, refer to bug 1835986 or the CVE page: https://access.redhat.com/security/cve/CVE-2020-10756."
CVE-2021-20325,PC,n/a,httpd,CWE-119,(CWE-119|CWE-918),"Missing fixes for CVE-2021-40438 and CVE-2021-26691 in the versions of httpd, as shipped in Red Hat Enterprise Linux 8.5.0, causes a security regression compared to the versions shipped in Red Hat Enterprise Linux 8.4. A user who installs or updates to Red Hat Enterprise Linux 8.5.0 would be vulnerable to the mentioned CVEs, even if they were properly fixed in Red Hat Enterprise Linux 8.4. CVE-2021-20325 was assigned to that Red Hat specific security regression and it does not affect the upstream versions of httpd."
CVE-2021-22278,PC,ABB,PCM600,CWE-295,CWE-295 Improper Certificate Validation,A certificate validation vulnerability in PCM600 Update Manager allows attacker to get unwanted software packages to be installed on computer which has PCM600 installed.
CVE-2021-25261,PC,n/a,Yandex Browser (Desktop),,,"Local privilege vulnerability in Yandex Browser for Windows prior to 22.5.0.862 allows a local, low privileged, attacker to execute arbitary code with the SYSTEM privileges through manipulating symlinks to installation file during Yandex Browser update process."
CVE-2021-26866,PC,Microsoft,Windows 10 Version 1803,,,Windows Update Service Elevation of Privilege Vulnerability
CVE-2021-26889,PC,Microsoft,Windows 10 Version 1803,,,Windows Update Stack Elevation of Privilege Vulnerability
CVE-2021-26930,PC,n/a,n/a,,,"An issue was discovered in the Linux kernel 3.11 through 5.10.16, as used by Xen. To service requests to the PV backend, the driver maps grant references provided by the frontend. In this process, errors may be encountered. In one case, an error encountered earlier might be discarded by later processing, resulting in the caller assuming successful mapping, and hence subsequent operations trying to access space that wasn't mapped. In another case, internal state would be insufficiently updated, preventing safe recovery from the error. This affects drivers/block/xen-blkback/blkback.c."
CVE-2021-27070,PC,Microsoft,Windows 10 Version 2004,,,Windows 10 Update Assistant Elevation of Privilege Vulnerability
CVE-2021-27660,PC,Johnson Controls,C-CURE 9000,CWE-20,CWE-20 Improper Input Validation,An insecure client auto update feature in C-CURE 9000 can allow remote execution of lower privileged Windows programs.
CVE-2021-3003,PC,n/a,n/a,,,"Agenzia delle Entrate Desktop Telematico 1.0.0 contacts the jws.agenziaentrate.it server over cleartext HTTP, which allows man-in-the-middle attackers to spoof product updates."
CVE-2021-30668,PC,Apple,macOS,,,This issue was addressed with improved checks. This issue is fixed in macOS Big Sur 11.4. A person with physical access to a Mac may be able to bypass Login Window during a software update.
CVE-2021-33879,PC,n/a,n/a,,,"Tencent GameLoop before 4.1.21.90 downloaded updates over an insecure HTTP connection. A malicious attacker in an MITM position could spoof the contents of an XML document describing an update package, replacing a download URL with one pointing to an arbitrary Windows executable. Because the only integrity check would be a comparison of the downloaded file's MD5 checksum to the one contained within the XML document, the downloaded executable would then be executed on the victim's machine."
CVE-2021-33907,PC,n/a,Zoom Client for Meetings for Windows,,,The Zoom Client for Meetings for Windows in all versions before 5.3.0 fails to properly validate the certificate information used to sign .msi files when performing an update of the client. This could lead to remote code execution in an elevated privileged context.
CVE-2021-34408,PC,n/a,Zoom Client for Meetings for Windows,,,The Zoom Client for Meetings for Windows in all versions before version 5.3.2 writes log files to a user writable directory as a privileged user during the installation or update of the client. This could allow for potential privilege escalation if a link was created between the user writable directory used and a non-user writable directory.
CVE-2021-3485,PC,Bitdefender,Endpoint Security Tools for Linux,CWE-494,CWE-494 Download of Code Without Integrity Check,An Improper Input Validation vulnerability in the Product Update feature of Bitdefender Endpoint Security Tools for Linux allows a man-in-the-middle attacker to abuse the DownloadFile function of the Product Update to achieve remote code execution. This issue affects: Bitdefender Endpoint Security Tools for Linux versions prior to 6.2.21.155.
CVE-2021-3614,PC,Lenovo,Notebook BIOS,CWE-636,CWE-636 Not Failing Securely ('Failing Open'),A vulnerability was reported on some Lenovo Notebook systems that could allow an attacker with physical access to elevate privileges under certain conditions during a BIOS update performed by Lenovo Vantage.
CVE-2021-36945,PC,Microsoft,Windows Update Assistant,,,Windows 10 Update Assistant Elevation of Privilege Vulnerability
CVE-2021-38142,PC,n/a,n/a,,,Barco MirrorOp Windows Sender before 2.5.3.65 uses cleartext HTTP and thus allows rogue software upgrades. An attacker on the local network can achieve remote code execution on any computer that tries to update Windows Sender due to the fact that the upgrade mechanism is not secured (is not protected with TLS).
CVE-2021-38634,PC,Microsoft,Windows 10 Version 1809,,,Microsoft Windows Update Client Elevation of Privilege Vulnerability
CVE-2021-43984,PC,mySCADA,myPRO,CWE-78,CWE-78 OS Command Injection,"mySCADA myPRO: Versions 8.20.0 and prior has a feature where the firmware can be updated, which may allow an attacker to inject arbitrary operating system commands through a specific parameter."
CVE-2021-47184,PC,Linux,Linux,,,"In the Linux kernel, the following vulnerability has been resolved:

i40e: Fix NULL ptr dereference on VSI filter sync

Remove the reason of null pointer dereference in sync VSI filters.
Added new I40E_VSI_RELEASING flag to signalize deleting and releasing
of VSI resources to sync this thread with sync filters subtask.
Without this patch it is possible to start update the VSI filter list
after VSI is removed, that's causing a kernel oops."
CVE-2022-0677,PC,Bitdefender,Update Server,CWE-130,CWE-130 Improper Handling of Length Parameter Inconsistency,"Improper Handling of Length Parameter Inconsistency vulnerability in the Update Server component of Bitdefender Endpoint Security Tools (in relay role), GravityZone (in Update Server role) allows an attacker to cause a Denial-of-Service. This issue affects: Bitdefender Update Server versions prior to 3.4.0.276. Bitdefender GravityZone versions prior to 26.4-1. Bitdefender Endpoint Security Tools for Linux versions prior to 6.2.21.171. Bitdefender Endpoint Security Tools for Windows versions prior to 7.4.1.111."
CVE-2022-21973,PC,Microsoft,Windows 7,,,Windows Media Center Update Denial of Service Vulnerability
CVE-2022-22781,PC,Zoom Video Communications Inc,Zoom Client for Meetings for MacOS (Standard and for IT Admin),,,The Zoom Client for Meetings for MacOS (Standard and for IT Admin) prior to version 5.9.6 failed to properly check the package version during the update process. This could lead to a malicious actor updating an unsuspecting user’s currently installed version to a less secure version.
CVE-2022-22786,PC,Zoom Video Communications Inc,Zoom Client for Meetings for Windows,,,"The Zoom Client for Meetings for Windows before version 5.10.0 and Zoom Rooms for Conference Room for Windows before version 5.10.0, fails to properly check the installation version during the update process. This issue could be used in a more sophisticated attack to trick a user into downgrading their Zoom client to a less secure version."
CVE-2022-24426,PC,Dell,Dell Command Update (DCU),CWE-427,CWE-427: Uncontrolled Search Path Element,"Dell Command | Update, Dell Update, and Alienware Update version 4.4.0 contains a Local Privilege Escalation Vulnerability in the Advanced Driver Restore component. A local malicious user could potentially exploit this vulnerability, leading to privilege escalation."
CVE-2022-24525,PC,Microsoft,Windows 10 Version 1909,,,Windows Update Stack Elevation of Privilege Vulnerability
CVE-2022-24543,PC,Microsoft,Windows Upgrade Assistant,,,Windows Upgrade Assistant Remote Code Execution Vulnerability
CVE-2022-24644,PC,n/a,n/a,,,"ZZ Inc. KeyMouse Windows 3.08 and prior is affected by a remote code execution vulnerability during an unauthenticated update. To exploit this vulnerability, a user must trigger an update of an affected installation of KeyMouse."
CVE-2022-24671,PC,Trend Micro,Trend Micro Antivirus for Mac,,,A link following privilege escalation vulnerability in Trend Micro Antivirus for Max 11.0.2150 and below could allow a local attacker to modify a file during the update process and escalate their privileges. Please note: an attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.
CVE-2022-28225,PC,n/a,Yandex Browser (Desktop),,,"Local privilege vulnerability in Yandex Browser for Windows prior to 22.3.3.684 allows a local, low privileged, attacker to execute arbitary code with the SYSTEM privileges through manipulating symlinks to installation file during Yandex Browser update process."
CVE-2022-28226,PC,n/a,Yandex Browser (Desktop),,,"Local privilege vulnerability in Yandex Browser for Windows prior to 22.3.3.801 allows a local, low privileged, attacker to execute arbitary code with the SYSTEM privileges through manipulating temporary files in directory with insecure permissions during Yandex Browser update process."
CVE-2022-28371,PC,n/a,n/a,,,"On Verizon 5G Home LVSKIHP InDoorUnit (IDU) 3.4.66.162 and OutDoorUnit (ODU) 3.33.101.0 devices, the CRTC and ODU RPC endpoints rely on a static certificate for access control. This certificate is embedded in the firmware, and is identical across the fleet of devices. An attacker need only download this firmware and extract the private components of these certificates (from /etc/lighttpd.d/ca.pem and /etc/lighttpd.d/server.pem) to gain access. (The firmware download location is shown in a device's upgrade logs.)"
CVE-2022-28751,PC,Zoom Video Communications Inc,Zoom Client for Meetings for MacOS,CWE-347,CWE-347 Improper Verification of Cryptographic Signature,The Zoom Client for Meetings for MacOS (Standard and for IT Admin) before version 5.11.3 contains a vulnerability in the package signature validation during the update process. A local low-privileged user could exploit this vulnerability to escalate their privileges to root.
CVE-2022-28756,PC,Zoom Video Communications Inc,Zoom Client for Meetings for MacOS,CWE-347,CWE-347 Improper Verification of Cryptographic Signature,The Zoom Client for Meetings for macOS (Standard and for IT Admin) starting with version 5.7.3 and before 5.11.5 contains a vulnerability in the auto update process. A local low-privileged user could exploit this vulnerability to escalate their privileges to root.
CVE-2022-28757,PC,Zoom Video Communications Inc,Zoom Client for Meetings for MacOS,CWE-345,CWE-345: Insufficient Verification of Data Authenticity,The Zoom Client for Meetings for macOS (Standard and for IT Admin) starting with version 5.7.3 and before 5.11.6 contains a vulnerability in the auto update process. A local low-privileged user could exploit this vulnerability to escalate their privileges to root.
CVE-2022-28944,PC,n/a,n/a,,,"Certain EMCO Software products are affected by: CWE-494: Download of Code Without Integrity Check. This affects MSI Package Builder for Windows 9.1.4 and Remote Installer for Windows 6.0.13 and Ping Monitor for Windows 8.0.18 and Remote Shutdown for Windows 7.2.2 and WakeOnLan 2.0.8 and Network Inventory for Windows 5.8.22 and Network Software Scanner for Windows 2.0.8 and UnLock IT for Windows 6.1.1. The impact is: execute arbitrary code (remote). The component is: Updater. The attack vector is: To exploit this vulnerability, a user must trigger an update of an affected installation of EMCO Software. ¶¶ Multiple products from EMCO Software are affected by a remote code execution vulnerability during the update process."
CVE-2022-31243,PC,n/a,n/a,CWE-367,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,"Update description and links DMA transactions which are targeted at input buffers used for the software SMI handler used by the FvbServicesRuntimeDxe driver could cause SMRAM corruption through a TOCTOU attack.. ""DMA transactions which are targeted at input buffers used for the software SMI handler used by the FvbServicesRuntimeDxe driver could cause SMRAM corruption. This issue was discovered by Insyde engineering based on the general description provided by Intel's iSTARE group. Fixed in Kernel 5.2: 05.27.21. Kernel 5.3: 05.36.21. Kernel 5.4: 05.44.21. Kernel 5.5: 05.52.21 https://www.insyde.com/security-pledge/SA-2022044"
CVE-2022-3368,PC,Nortonlifelock,"""Avira Security"" – for Windows",CWE-276,CWE-276 Incorrect Default Permissions,"A vulnerability within the Software Updater functionality of Avira Security for Windows allowed an attacker with write access to the filesystem, to escalate his privileges in certain scenarios. The issue was fixed with Avira Security version 1.1.72.30556."
CVE-2022-34384,PC,Dell,SupportAssist Client Consumer,CWE-250,CWE-250: Execution with Unnecessary Privileges,"
Dell SupportAssist Client Consumer (version 3.11.1 and prior), SupportAssist Client Commercial (version 3.2 and prior), Dell Command | Update, Dell Update, and Alienware Update versions before 4.5 contain a Local Privilege Escalation Vulnerability in the Advanced Driver Restore component. A local malicious user may potentially exploit this vulnerability, leading to privilege escalation.





"
CVE-2022-34459,PC,Dell,Dell Command Update (DCU),CWE-347,CWE-347 Improper Verification of Cryptographic Signature,"
Dell Command | Update, Dell Update, and Alienware Update versions prior to 4.7 contain a improper verification of cryptographic signature in get applicable driver component. A local malicious user could potentially exploit this vulnerability leading to malicious payload execution.





"
CVE-2022-34471,PC,Mozilla,Firefox,CWE-345,CWE-345: Insufficient Verification of Data Authenticity,"When downloading an update for an addon, the downloaded addon update's version was not verified to match the version selected from the manifest. If the manifest had been tampered with on the server, an attacker could trick the browser into downgrading the addon to a prior version. This vulnerability affects Firefox < 102."
CVE-2022-34891,PC,Parallels,Desktop,CWE-732,CWE-732: Incorrect Permission Assignment for Critical Resource,This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop Parallels Desktop 17.1.1. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability. The specific flaw exists within the update machanism. The product sets incorrect permissions on sensitive files. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root. Was ZDI-CAN-16395.
CVE-2022-34892,PC,Parallels,Desktop,CWE-362,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop Parallels Desktop 17.1.1. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability. The specific flaw exists within the update machanism. The issue results from the lack of proper locking when performing operations on an object. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root. Was ZDI-CAN-16396.
CVE-2022-36121,PC,n/a,n/a,,,"An issue was discovered in Blue Prism Enterprise 6.0 through 7.01. In a misconfigured environment that exposes the Blue Prism Application server, it is possible for an authenticated user to reverse engineer the Blue Prism software and circumvent access controls for the UpdateOfflineHelpData administrative function. Abusing this function will allow any Blue Prism user to change the offline help URL to one of their choice, opening the possibility of spoofing the help page or executing a local file."
CVE-2022-36173,PC,n/a,n/a,,,FreshService macOS Agent < 4.4.0 and FreshServce Linux Agent < 3.4.0 are vulnerable to TLS Man-in-The-Middle via the FreshAgent client and scheduled update service.
CVE-2022-36344,PC,JustSystems Corporation,JustSystems JUST Online Update for J-License',,,"An unquoted search path vulnerability exists in 'JustSystems JUST Online Update for J-License' bundled with multiple products for corporate users as in Ichitaro through Pro5 and others. Since the affected product starts another program with an unquoted file path, a malicious file may be executed with the privilege of the Windows service if it is placed in a certain path. Affected products are bundled with the following product series: Office and Office Integrated Software, ATOK, Hanako, JUST PDF, Shuriken, Homepage Builder, JUST School, JUST Smile Class, JUST Smile, JUST Frontier, JUST Jump, and Tri-De DetaProtect."
CVE-2022-38101,PC,n/a,Intel(R) NUC Chaco Canyon BIOS update software,CWE-427,CWE-427: Uncontrolled Search Path Element,Uncontrolled search path in some Intel(R) NUC Chaco Canyon BIOS update software before version iFlashV Windows 5.13.00.2105 may allow an authenticated user to potentially enable escalation of privilege via local access.
CVE-2022-46330,PC,Squirrel,Installers generated by Squirrel.Windows,CWE-427,CWE-427: Uncontrolled Search Path Element,"Squirrel.Windows is both a toolset and a library that provides installation and update functionality for Windows desktop applications. Installers generated by Squirrel.Windows 2.0.1 and earlier contain an issue with the DLL search path, which may lead to insecurely loading Dynamic Link Libraries. As a result, arbitrary code may be executed with the privilege of the user invoking the installer."
CVE-2022-48769,PC,Linux,Linux,,,"In the Linux kernel, the following vulnerability has been resolved:

efi: runtime: avoid EFIv2 runtime services on Apple x86 machines

Aditya reports [0] that his recent MacbookPro crashes in the firmware
when using the variable services at runtime. The culprit appears to be a
call to QueryVariableInfo(), which we did not use to call on Apple x86
machines in the past as they only upgraded from EFI v1.10 to EFI v2.40
firmware fairly recently, and QueryVariableInfo() (along with
UpdateCapsule() et al) was added in EFI v2.00.

The only runtime service introduced in EFI v2.00 that we actually use in
Linux is QueryVariableInfo(), as the capsule based ones are optional,
generally not used at runtime (all the LVFS/fwupd firmware update
infrastructure uses helper EFI programs that invoke capsule update at
boot time, not runtime), and not implemented by Apple machines in the
first place. QueryVariableInfo() is used to 'safely' set variables,
i.e., only when there is enough space. This prevents machines with buggy
firmwares from corrupting their NVRAMs when they run out of space.

Given that Apple machines have been using EFI v1.10 services only for
the longest time (the EFI v2.0 spec was released in 2006, and Linux
support for the newly introduced runtime services was added in 2011, but
the MacbookPro12,1 released in 2015 still claims to be EFI v1.10 only),
let's avoid the EFI v2.0 ones on all Apple x86 machines.

[0] https://lore.kernel.org/all/6D757C75-65B1-468B-842D-10410081A8E4@live.com/"
CVE-2023-1277,PC,n/a,kylin-system-updater,CWE-77,CWE-77 Command Injection,"A vulnerability, which was classified as critical, was found in kylin-system-updater up to 1.4.20kord on Ubuntu Kylin. Affected is the function InstallSnap of the component Update Handler. The manipulation leads to command injection. The attack needs to be approached locally. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-222600."
CVE-2023-22614,PC,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write,An issue was discovered in ChipsetSvcSmm in Insyde InsydeH2O with kernel 5.0 through 5.5. There is insufficient input validation in BIOS Guard updates. An attacker can induce memory corruption in SMM by supplying malformed inputs to the BIOS Guard SMI handler.
CVE-2023-23698,PC,Dell,Dell Command Update (DCU),CWE-1386,CWE-1386: Insecure Operation on Windows Junction / Mount Point,"
Dell Command | Update, Dell Update, and Alienware Update versions before 4.6.0 and 4.7.1 contain Insecure Operation on Windows Junction in the installer component. A local malicious user may potentially exploit this vulnerability leading to arbitrary file delete.

"
CVE-2023-25394,PC,n/a,n/a,CWE-367,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,Videostream macOS app 0.5.0 and 0.4.3 has a Race Condition. The Updater privileged script attempts to update Videostream every 5 hours.
CVE-2023-25493,PC,Lenovo,BIOS,CWE-306,CWE-306 Missing Authentication for Critical Function,"A potential vulnerability was reported in the BIOS update tool driver for some Desktop, Smart Edge, Smart Office, and ThinkStation products that could allow a local user with elevated privileges to execute arbitrary code."
CVE-2023-27323,PC,Parallels,Desktop,CWE-367,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,"Parallels Desktop Updater Time-Of-Check Time-Of-Use Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop. An attacker must first obtain the ability to execute low-privileged code on the target host system in order to exploit this vulnerability.

The specific flaw exists within the Updater service. By creating a symbolic link, an attacker can abuse the service to execute a file. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root.
. Was ZDI-CAN-18150."
CVE-2023-28065,PC,Dell,Dell Command Update (DCU),CWE-1386,CWE-1386: Insecure Operation on Windows Junction / Mount Point,"
Dell Command | Update, Dell Update, and Alienware Update versions 4.8.0 and prior contain an Insecure Operation on Windows Junction / Mount Point vulnerability. A local malicious user could potentially exploit this vulnerability leading to privilege escalation.

"
CVE-2023-28071,PC,Dell,Dell Command Update (DCU),CWE-1386,CWE-1386: Insecure Operation on Windows Junction / Mount Point,"
Dell Command | Update, Dell Update, and Alienware Update versions 4.9.0, A01 and prior contain an Insecure Operation on Windows Junction / Mount Point vulnerability. A local malicious user could potentially exploit this vulnerability to create arbitrary folder leading to permanent Denial of Service (DOS).

"
CVE-2023-30559,PC,Becton Dickinson & Co ,BD Alaris™ Point-of-Care Unit (PCU) Model 8015,CWE-20; CWE-345,CWE-20 Improper Input Validation; CWE-345: Insufficient Verification of Data Authenticity,The firmware update package for the wireless card is not properly signed and can be modified.
CVE-2023-30695,PC,Samsung Mobile,"Galaxy book Go, Galaxy book Go 5G, Galaxy book2 Go and Galaxy book2 Pro 360",,,"Out-of-bounds Write vulnerability in SSHDCPAPP TA prior to &quot;SAMSUNG ELECTONICS, CO, LTD. - System Hardware Update - 7/13/2023&quot; in Windows Update for Galaxy book Go, Galaxy book Go 5G, Galaxy book2 Go and Galaxy book2 Pro 360 allows local attacker to execute arbitrary code."
CVE-2023-30702,PC,Samsung Mobile,"Galaxy book Go, Galaxy book Go 5G, Galaxy book2 Go and Galaxy book2 Pro 360",,,"Stack overflow vulnerability in SSHDCPAPP TA prior to &quot;SAMSUNG ELECTONICS, CO, LTD. - System Hardware Update - 7/13/2023&quot; in Windows Update for Galaxy book Go, Galaxy book Go 5G, Galaxy book2 Go and Galaxy book2 Pro 360 allows local attacker to execute arbitrary code."
CVE-2023-31190,PC,bluemark,ds230,CWE-295,CWE-295 Improper Certificate Validation,"DroneScout ds230 Remote ID receiver from BlueMark Innovations is affected by an Improper Authentication vulnerability during the firmware update procedure.

Specifically, the firmware update procedure ignores and does not check the validity of the TLS certificate of the HTTPS endpoint from which the firmware update package (.tar.bz2 file) is downloaded.
An attacker with the ability to put himself in a Man-in-the-Middle situation (e.g., DNS poisoning, ARP poisoning, control of a node on the route to the endpoint, etc.) can trick the DroneScout ds230 to install a crafted malicious firmware update containing arbitrary files (e.g., executable and configuration) and gain administrative (root) privileges on the underlying Linux operating system.
This issue affects DroneScout ds230 firmware from version 20211210-1627 through 20230329-1042."
CVE-2023-3181,PC,Splashtop,Splashtop Software Updater,CWE-379,CWE-379: Creation of Temporary File in Directory with Insecure Permissions,"The C:\Program Files (x86)\Splashtop\Splashtop Software Updater\uninst.exe process creates a folder at C:\Windows\Temp~nsu.tmp and copies itself to it as Au_.exe. The C:\Windows\Temp~nsu.tmp\Au_.exe file is automatically launched as SYSTEM when the system reboots or when a standard user runs an MSI repair using Splashtop Streamer’s Windows Installer. Since the C:\Windows\Temp~nsu.tmp folder inherits permissions from C:\Windows\Temp and Au_.exe is susceptible to DLL hijacking, standard users can write a malicious DLL to it and elevate their privileges."
CVE-2023-32041,PC,Microsoft,Windows 10 Version 1809,CWE-908,CWE-908: Use of Uninitialized Resource,Windows Update Orchestrator Service Information Disclosure Vulnerability
CVE-2023-32056,PC,Microsoft,Windows 10 Version 1809,CWE-59,CWE-59: Improper Link Resolution Before File Access ('Link Following'),Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability
CVE-2023-3269,PC,n/a,kernel,CWE-416,Use After Free,"A vulnerability exists in the memory management subsystem of the Linux kernel. The lock handling for accessing and updating virtual memory areas (VMAs) is incorrect, leading to use-after-free problems. This issue can be successfully exploited to execute arbitrary kernel code, escalate containers, and gain root privileges."
CVE-2023-34936,PC,n/a,n/a,,,A stack overflow in the UpdateMacClone function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.
CVE-2023-35317,PC,Microsoft,Windows Server 2019,CWE-502,CWE-502: Deserialization of Untrusted Data,Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability
CVE-2023-36650,PC,n/a,n/a,,,A missing integrity check in the update system in ProLion CryptoSpike 3.0.15P2 allows attackers to execute OS commands as the root Linux user on the host system via forged update packages.
CVE-2023-38921,PC,n/a,n/a,,,Netgear WG302v2 v5.2.9 and WAG302v2 v5.1.19 were discovered to contain multiple command injection vulnerabilities in the upgrade_handler function via the firmwareRestore and firmwareServerip parameters.
CVE-2023-4052,PC,Mozilla,Firefox,,,"The Firefox updater created a directory writable by non-privileged users. When uninstalling Firefox, any files in that directory would be recursively deleted with the permissions of the uninstalling user account. This could be combined with creation of a junction (a form of symbolic link) to allow arbitrary file deletion controlled by the non-privileged user. 
*This bug only affects Firefox on Windows. Other operating systems are unaffected.* This vulnerability affects Firefox < 116, Firefox ESR < 115.1, and Thunderbird < 115.1."
CVE-2023-42143,PC,n/a,n/a,CWE-354,CWE-354 Improper Validation of Integrity Check Value,Missing Integrity Check in Shelly TRV 20220811-152343/v2.1.8@5afc928c allows malicious users to create a backdoor by redirecting the device to an attacker-controlled machine which serves the manipulated firmware file. The device is updated with the manipulated firmware.
CVE-2023-43581,PC,Lenovo,Desktop BIOS,CWE-120,CWE-120: Buffer Copy without Checking Size of Input,A buffer overflow was reported in the Update_WMI module in some Lenovo Desktop products that may allow a local attacker with elevated privileges to execute arbitrary code.
CVE-2023-4589,PC,Delinea,Secret Server,CWE-345,CWE-345: Insufficient Verification of Data Authenticity,"Insufficient verification of data authenticity vulnerability in Delinea Secret Server, in its v10.9.000002 version. An attacker with an administrator account could perform software updates without proper integrity verification mechanisms. In this scenario, the update process lacks digital signatures and fails to validate the integrity of the update package, allowing the attacker to inject malicious applications during the update."
CVE-2023-4802,PC,Proofpoint,ITM Server,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),A reflected cross-site scripting vulnerability in the UpdateInstalledSoftware endpoint of the Insider Threat Management (ITM) Server's web console could be used by an authenticated administrator to run arbitrary javascript within another web console administrator's browser. All versions prior to 7.14.3.69 are affected.
CVE-2023-50226,PC,Parallels,Desktop,CWE-59,CWE-59: Improper Link Resolution Before File Access ('Link Following'),"Parallels Desktop Updater Link Following Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop. An attacker must first obtain the ability to execute low-privileged code on the target host system in order to exploit this vulnerability.

The specific flaw exists within the Updater service. By creating a symbolic link, an attacker can abuse the service to move arbitrary files. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root.
. Was ZDI-CAN-21227."
CVE-2023-50228,PC,Parallels,Desktop,CWE-347,CWE-347 Improper Verification of Cryptographic Signature,"Parallels Desktop Updater Improper Verification of Cryptographic Signature Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop. An attacker must first obtain the ability to execute low-privileged code on the target host system in order to exploit this vulnerability.

The specific flaw exists within the Updater service. The issue results from the lack of proper verification of a cryptographic signature. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root.
. Was ZDI-CAN-21817."
CVE-2023-50738,PC,Lexmark,Printer Firmware,CWE-1328; CWE-354,CWE-1328 Security Version Number Mutable to Older Versions; CWE-354 Improper Validation of Integrity Check Value,"A new feature to prevent Firmware downgrades was recently added to some Lexmark products. A method to 
override this downgrade protection has been identified."
CVE-2023-5347,PC,Korenix,JetNet Series,CWE-327; CWE-347,CWE-327 Use of a Broken or Risky Cryptographic Algorithm; CWE-347 Improper Verification of Cryptographic Signature,An Improper Verification of Cryptographic Signature vulnerability in the update process of Korenix JetNet Series allows replacing the whole operating system including Trusted Executables. This issue affects JetNet devices older than firmware version 2024/01.
CVE-2024-1149,PC,Snow Software,Inventory Agent,CWE-347,CWE-347 Improper Verification of Cryptographic Signature,"Improper Verification of Cryptographic Signature vulnerability in Snow Software Inventory Agent on MacOS, Snow Software Inventory Agent on Windows, Snow Software Inventory Agent on Linux allows File Manipulation through Snow Update Packages.This issue affects Inventory Agent: through 6.12.0; Inventory Agent: through 6.14.5; Inventory Agent: through 6.7.2.

"
